Host Since;Host Response Rate;Is Superhost;Latitude;Longitude;Is Exact Location;Accomodates;Bathrooms;Bedrooms;Beds;Guests Included;Min Nights;Reviews;Overall Rating;Accuracy Rating;Cleanliness Rating;Checkin Rating;Communication Rating;Location Rating;Value Rating;Instant Bookable;Price;Host Response Time_a few days or more;Host Response Time_unknown;Host Response Time_within a day;Host Response Time_within a few hours;Host Response Time_within an hour;Property Type_Apartment;Property Type_Bed and breakfast;Property Type_Boat;Property Type_Boutique hotel;Property Type_Bungalow;Property Type_Condominium;Property Type_Guest suite;Property Type_Guesthouse;Property Type_Hostel;Property Type_Hotel;Property Type_House;Property Type_Loft;Property Type_Other;Property Type_Serviced apartment;Property Type_Townhouse;Room Type_Entire home/apt;Room Type_Private room;Room Type_Shared room;Neighborhood Group_Charlottenburg-Wilm.;Neighborhood Group_Friedrichshain-Kreuzberg;Neighborhood Group_Lichtenberg;Neighborhood Group_Marzahn - Hellersdorf;Neighborhood Group_Mitte;Neighborhood Group_Neuk̦lln;Neighborhood Group_Pankow;Neighborhood Group_Reinickendorf;Neighborhood Group_Spandau;Neighborhood Group_Steglitz - Zehlendorf;Neighborhood Group_Tempelhof - Sch̦neberg;Neighborhood Group_Treptow - K̦penick;Boy or Girl?_Boy;Boy or Girl?_Girl;Distance from barycenter
491;;0.0;52.50954;13.46945;0.0;2.0;1.0;0.0;1.0;1.0;3.0;23;94.0;10.0;8.0;10.0;10.0;9.0;10.0;0.0;45.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.06202798379783462
2113;100.0;0.0;52.500330000000005;13.44162;0.0;3.0;1.0;1.0;2.0;2.0;2.0;25;100.0;9.0;9.0;10.0;10.0;10.0;10.0;0.0;48.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.035510141728516534
739;;0.0;52.48902;13.42406;0.0;3.0;1.0;1.0;1.0;1.0;4.0;0;;;;;;;;0.0;80.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.026695720721289663
1354;;0.0;52.483230000000006;13.42636;0.0;2.0;1.0;1.0;2.0;1.0;3.0;1;100.0;10.0;10.0;8.0;8.0;10.0;10.0;0.0;28.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.03270730731080912
1403;;0.0;52.51806;13.43944;0.0;2.0;1.0;1.0;2.0;1.0;1.0;8;92.0;9.0;7.0;10.0;9.0;9.0;9.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.033041041237685864
2046;100.0;0.0;52.433890000000005;13.2666;0.0;2.0;1.0;1.0;2.0;2.0;30.0;18;96.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.16002588094049744
1502;;0.0;52.47776999999999;13.42658;0.0;3.0;1.0;1.0;1.0;2.0;2.0;1;100.0;10.0;8.0;8.0;10.0;10.0;8.0;0.0;65.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.03740548317161286
2814;100.0;0.0;52.48686999999999;13.42901;0.0;6.0;1.0;3.0;6.0;4.0;3.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;109.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.0315636805422142
2509;;0.0;52.49456;13.31941;0.0;2.0;1.0;1.0;1.0;1.0;14.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.08933945235467056
310;100.0;1.0;52.54535;13.354829999999998;1.0;1.0;1.0;1.0;2.0;1.0;5.0;41;96.0;10.0;9.0;10.0;10.0;9.0;10.0;1.0;25.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.06342635691288703
2784;50.0;0.0;52.54655999999999;13.40904;0.0;2.0;1.0;0.0;2.0;1.0;1.0;0;;;;;;;;0.0;40.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.03669806079558275
772;100.0;0.0;52.52753000000001;13.43614;0.0;2.0;1.5;1.0;1.0;1.0;3.0;10;98.0;10.0;10.0;9.0;9.0;9.0;9.0;0.0;60.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.033698155339066935
714;;0.0;52.46874;13.48307;0.0;2.0;1.0;1.0;2.0;1.0;1.0;6;60.0;6.0;7.0;9.0;7.0;9.0;8.0;0.0;22.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.08611856829998706
1999;67.0;0.0;52.49131;13.39204;0.0;2.0;1.5;1.0;1.0;1.0;2.0;30;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;25.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.0241274991896443
1484;;0.0;52.48886;13.39386;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0;;;;;;;;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.02503070040028102
1459;;0.0;52.53891;13.42675;0.0;2.0;1.0;1.0;1.0;1.0;4.0;0;;;;;;;;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.034860460419231985
1404;100.0;1.0;52.54504;13.41816;1.0;2.0;1.0;1.0;1.0;1.0;2.0;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;38.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.03674604645825124
267;;0.0;52.48371;13.443429999999998;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;58.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.04452291494131829
2851;;0.0;52.52933000000001;13.34052;0.0;4.0;1.0;2.0;4.0;2.0;30.0;19;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;90.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.06966804631890512
2107;100.0;0.0;52.46585;13.42419;0.0;1.0;1.0;1.0;1.0;1.0;2.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;25.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.04713088068208133
647;0.0;0.0;52.51147;13.30953;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;100.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.09790567470240367
94;100.0;0.0;52.48728000000001;13.43329;0.0;2.0;1.0;1.0;1.0;1.0;5.0;1;100.0;10.0;10.0;8.0;8.0;10.0;10.0;0.0;50.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.034360648034270275
1225;100.0;0.0;52.47963000000001;13.31576;0.0;4.0;1.0;2.0;0.0;1.0;30.0;1;;;;;;;;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.09653103382905175
795;100.0;0.0;52.5083;13.45717;0.0;6.0;1.0;0.0;4.0;4.0;2.0;34;87.0;9.0;8.0;9.0;9.0;10.0;9.0;0.0;90.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.04977259889921228
830;;0.0;52.5537;13.35547;0.0;1.0;1.0;1.0;1.0;1.0;3.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;37.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.0679541844582357
2888;93.0;0.0;52.49287;13.361070000000002;0.0;2.0;1.0;0.0;2.0;1.0;1.0;93;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;38.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.049381609896999766
2021;100.0;0.0;52.55198000000001;13.42363;0.0;2.0;1.0;0.0;1.0;1.0;60.0;12;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;30.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.04509540446253599
920;;0.0;52.46766;13.39105;0.0;2.0;1.0;1.0;1.0;1.0;2.0;10;95.0;10.0;9.0;10.0;10.0;9.0;10.0;0.0;15.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.0452999969853467
995;100.0;1.0;52.52313000000001;13.29855;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;31.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.10967423266803537
2220;;0.0;52.47741;13.438529999999998;0.0;2.0;1.0;1.0;1.0;1.0;7.0;6;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;55.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.04497872060463737
2023;;0.0;52.46874;13.43081;0.0;3.0;1.0;1.0;1.0;1.0;3.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.047338101647129
1797;;0.0;52.48181;13.44554;0.0;2.0;1.0;1.0;1.0;1.0;1.0;8;88.0;10.0;9.0;10.0;10.0;9.0;10.0;0.0;45.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.04734780033310526
1111;100.0;0.0;52.48328000000001;13.34892;0.0;2.0;1.0;1.0;1.0;2.0;3.0;42;87.0;9.0;9.0;10.0;9.0;10.0;9.0;0.0;65.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.06427364931925497
138;67.0;0.0;52.52669;13.479120000000002;0.0;3.0;1.0;2.0;2.0;1.0;14.0;0;;;;;;;;0.0;70.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.07363720862778722
2467;100.0;0.0;52.53676;13.41725;0.0;2.0;1.0;1.0;1.0;2.0;2.0;375;95.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;39.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.028603473223742674
639;;0.0;52.42307;13.327120000000004;0.0;1.0;1.0;0.0;1.0;1.0;3.0;4;82.0;9.0;8.0;10.0;9.0;7.0;8.0;0.0;27.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.11826921737975081
2799;100.0;0.0;52.50921999999999;13.443670000000004;0.0;2.0;2.0;1.0;1.0;1.0;3.0;20;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;58.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.036253285677054777
1253;;0.0;52.5133;13.46249;0.0;1.0;1.0;1.0;1.0;2.0;2.0;7;98.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.05517196565550043
1963;0.0;0.0;52.53121;13.42297;0.0;2.0;1.0;0.0;1.0;1.0;90.0;0;;;;;;;;0.0;48.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.02638042927192748
945;;0.0;52.55645;13.39086;0.0;2.0;1.0;1.0;1.0;1.0;5.0;12;76.0;9.0;7.0;9.0;9.0;7.0;8.0;0.0;20.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.049411157067662706
875;;0.0;52.49483000000001;13.3478;0.0;1.0;1.0;0.0;1.0;1.0;2.0;0;;;;;;;;0.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.06149747679181391
1212;;0.0;52.49841999999999;13.46032;0.0;1.0;1.0;1.0;1.0;1.0;7.0;11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;18.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.05412783445396158
1049;;0.0;52.54634;13.34704;0.0;1.0;1.0;1.0;1.0;1.0;5.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;20.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.07052774217188303
1980;100.0;0.0;52.4819;13.46814;0.0;2.0;1.0;1.0;1.0;1.0;6.0;9;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;25.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.06686114576139017
2761;67.0;0.0;52.5476;13.451529999999998;0.0;2.0;1.0;1.0;1.0;1.0;5.0;18;91.0;10.0;10.0;9.0;10.0;9.0;10.0;0.0;35.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.05802495908737988
1389;100.0;1.0;52.49806999999999;13.317520000000002;1.0;1.0;1.0;1.0;1.0;1.0;2.0;217;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;29.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.09067772307008778
435;100.0;0.0;52.48852;13.35351;0.0;1.0;1.0;1.0;1.0;1.0;3.0;25;98.0;10.0;9.0;10.0;10.0;9.0;9.0;0.0;35.0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.05799670249739827
2744;100.0;0.0;52.52407;13.446879999999998;0.0;2.0;1.0;1.0;1.0;1.0;2.0;135;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;30.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.04192503632894133
265;100.0;1.0;52.511190000000006;13.389920000000002;1.0;8.0;1.5;2.0;3.0;2.0;1.0;19;97.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;210.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.017550698083072584
530;100.0;0.0;52.55022;13.40551;0.0;2.0;1.0;1.0;1.0;1.0;2.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;39.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.04036777675919055
2094;;0.0;52.523030000000006;13.445570000000002;0.0;3.0;1.0;1.0;1.0;2.0;4.0;5;92.0;9.0;9.0;10.0;9.0;10.0;9.0;0.0;28.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.040344150975543114
1843;;0.0;52.48069;13.43439;0.0;3.0;1.0;1.0;2.0;1.0;2.0;17;98.0;10.0;9.0;9.0;10.0;9.0;10.0;0.0;95.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.039752977481532975
484;;0.0;52.53014;13.345679999999998;0.0;3.0;1.0;0.0;2.0;1.0;3.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.06497660699273562
2082;100.0;0.0;52.52208000000001;13.39636;0.0;2.0;1.0;1.0;1.0;1.0;4.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0.0;78.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.01645607465632843
1424;100.0;0.0;52.43642;13.20386;0.0;2.0;1.0;1.0;1.0;1.0;2.0;7;89.0;9.0;8.0;10.0;10.0;10.0;10.0;0.0;38.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.21641827244144102
1658;;1.0;52.53558000000001;13.3468;1.0;2.0;1.0;1.0;1.0;1.0;1.0;33;93.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;22.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.06583874675282833
1906;;0.0;52.52669;13.39756;0.0;4.0;1.0;1.0;2.0;2.0;2.0;32;97.0;10.0;10.0;9.0;10.0;10.0;10.0;0.0;95.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.019474729884669
2368;100.0;0.0;52.489;13.35549;0.0;3.0;1.0;0.0;1.0;1.0;1.0;10;98.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;50.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.0559799085317698
523;;0.0;52.54166;13.36635;0.0;1.0;1.0;1.0;1.0;2.0;2.0;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;600.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.05192154256429548
1023;;0.0;52.50676;13.45575;0.0;3.0;1.0;0.0;2.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;110.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.04842869807299351
1457;;0.0;52.51926999999999;13.465420000000002;0.0;2.0;1.0;1.0;1.0;1.0;6.0;3;100.0;10.0;10.0;10.0;9.0;9.0;9.0;0.0;29.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.05874937317712235
871;100.0;0.0;52.49103000000001;13.36108;0.0;5.0;1.0;2.0;3.0;2.0;2.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;35.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.050036621838779265
2503;100.0;0.0;52.49721999999999;13.4239;0.0;2.0;1.5;1.0;1.0;1.0;2.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;23.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.020789684645102287
1955;100.0;0.0;52.4381;13.27965;0.0;4.0;1.0;3.0;3.0;2.0;2.0;24;87.0;9.0;9.0;9.0;8.0;9.0;7.0;0.0;135.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.146563446443446
1302;;0.0;52.4876;13.43979;0.0;3.0;1.0;1.0;1.0;1.0;1.0;8;98.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.03930396510871986
620;100.0;0.0;52.52168;13.49757;0.0;2.0;1.0;1.0;1.0;2.0;2.0;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;85.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.09091368765784112
0;100.0;0.0;52.49545;13.42862;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;30.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.02565235571782844
2115;;0.0;52.59656;13.308320000000002;0.0;1.0;1.0;0.0;1.0;1.0;3.0;12;99.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;49.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0.13165025314656337
2473;67.0;0.0;52.49077;13.364229999999996;0.0;2.0;2.0;1.0;2.0;1.0;6.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;30.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.047238793068496966
2391;90.0;0.0;52.51209;13.47269;0.0;2.0;1.0;1.0;2.0;1.0;4.0;0;;;;;;;;0.0;25.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.06530376618772706
725;;0.0;52.43386;13.22882;0.0;2.0;1.0;0.0;2.0;1.0;4.0;35;83.0;9.0;8.0;9.0;9.0;10.0;9.0;0.0;35.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.1941153310507226
1801;100.0;0.0;52.53506;13.32763;0.0;2.0;1.0;1.0;1.0;1.0;1.0;134;91.0;9.0;8.0;9.0;9.0;9.0;9.0;0.0;35.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.08366646744006191
945;100.0;0.0;52.51566;13.455279999999998;0.0;2.0;1.0;1.0;1.0;1.0;3.0;8;99.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.04820262916713859
1185;;0.0;52.48103;13.42965;0.0;2.0;1.0;2.0;1.0;1.0;3.0;0;;;;;;;;0.0;120.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.03643315179390759
1529;90.0;0.0;52.479380000000006;13.43365;0.0;2.0;1.0;0.0;1.0;1.0;4.0;10;98.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;50.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.040238982150248466
2342;;0.0;52.50086999999999;13.43894;0.0;2.0;1.0;1.0;1.0;1.0;3.0;0;;;;;;;;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.0327843790827838
2374;;0.0;52.48001999999999;13.438;0.0;4.0;1.0;1.0;2.0;2.0;14.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0.0;43.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.04275066988532957
1352;;0.0;52.55068000000001;13.41156;0.0;3.0;1.0;2.0;2.0;2.0;4.0;0;;;;;;;;0.0;34.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.04099170965641863
1743;100.0;0.0;52.50149;13.41884;0.0;2.0;1.5;1.0;1.0;1.0;2.0;28;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;37.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.014178652945148784
2129;20.0;0.0;52.48031999999999;13.42724;0.0;2.0;1.0;1.0;1.0;1.0;2.0;9;88.0;10.0;8.0;8.0;9.0;9.0;9.0;0.0;20.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.035602595376732306
